dose,litter,nadv,malf,dead,litter_size,trinomial,dose_scale
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
250,123,1,0,0,16,1,0.166666667
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,124,1,0,0,15,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
0,125,1,0,0,16,1,0
